CallIndex,SubproblemSize
1,200
2,100
3,50
4,25
5,13
6,7
7,4
8,2
9,1
10,1
11,2
12,1
13,1
14,3
15,2
16,1
17,1
18,1
19,6
20,3
21,2
22,1
23,1
24,1
25,3
26,2
27,1
28,1
29,1
30,12
31,6
32,3
33,2
34,1
35,1
36,1
37,3
38,2
39,1
40,1
41,1
42,6
43,3
44,2
45,1
46,1
47,1
48,3
49,2
50,1
51,1
52,1
53,25
54,13
55,7
56,4
57,2
58,1
59,1
60,2
61,1
62,1
63,3
64,2
65,1
66,1
67,1
68,6
69,3
70,2
71,1
72,1
73,1
74,3
75,2
76,1
77,1
78,1
79,12
80,6
81,3
82,2
83,1
84,1
85,1
86,3
87,2
88,1
89,1
90,1
91,6
92,3
93,2
94,1
95,1
96,1
97,3
98,2
99,1
100,1
101,1
102,50
103,25
104,13
105,7
106,4
107,2
108,1
109,1
110,2
111,1
112,1
113,3
114,2
115,1
116,1
117,1
118,6
119,3
120,2
121,1
122,1
123,1
124,3
125,2
126,1
127,1
128,1
129,12
130,6
131,3
132,2
133,1
134,1
135,1
136,3
137,2
138,1
139,1
140,1
141,6
142,3
143,2
144,1
145,1
146,1
147,3
148,2
149,1
150,1
151,1
152,25
153,13
154,7
155,4
156,2
157,1
158,1
159,2
160,1
161,1
162,3
163,2
164,1
165,1
166,1
167,6
168,3
169,2
170,1
171,1
172,1
173,3
174,2
175,1
176,1
177,1
178,12
179,6
180,3
181,2
182,1
183,1
184,1
185,3
186,2
187,1
188,1
189,1
190,6
191,3
192,2
193,1
194,1
195,1
196,3
197,2
198,1
199,1
200,1
201,100
202,50
203,25
204,13
205,7
206,4
207,2
208,1
209,1
210,2
211,1
212,1
213,3
214,2
215,1
216,1
217,1
218,6
219,3
220,2
221,1
222,1
223,1
224,3
225,2
226,1
227,1
228,1
229,12
230,6
231,3
232,2
233,1
234,1
235,1
236,3
237,2
238,1
239,1
240,1
241,6
242,3
243,2
244,1
245,1
246,1
247,3
248,2
249,1
250,1
251,1
252,25
253,13
254,7
255,4
256,2
257,1
258,1
259,2
260,1
261,1
262,3
263,2
264,1
265,1
266,1
267,6
268,3
269,2
270,1
271,1
272,1
273,3
274,2
275,1
276,1
277,1
278,12
279,6
280,3
281,2
282,1
283,1
284,1
285,3
286,2
287,1
288,1
289,1
290,6
291,3
292,2
293,1
294,1
295,1
296,3
297,2
298,1
299,1
300,1
301,50
302,25
303,13
304,7
305,4
306,2
307,1
308,1
309,2
310,1
311,1
312,3
313,2
314,1
315,1
316,1
317,6
318,3
319,2
320,1
321,1
322,1
323,3
324,2
325,1
326,1
327,1
328,12
329,6
330,3
331,2
332,1
333,1
334,1
335,3
336,2
337,1
338,1
339,1
340,6
341,3
342,2
343,1
344,1
345,1
346,3
347,2
348,1
349,1
350,1
351,25
352,13
353,7
354,4
355,2
356,1
357,1
358,2
359,1
360,1
361,3
362,2
363,1
364,1
365,1
366,6
367,3
368,2
369,1
370,1
371,1
372,3
373,2
374,1
375,1
376,1
377,12
378,6
379,3
380,2
381,1
382,1
383,1
384,3
385,2
386,1
387,1
388,1
389,6
390,3
391,2
392,1
393,1
394,1
395,3
396,2
397,1
398,1
399,1
