CallIndex,SubproblemSize
1,50
2,25
3,13
4,7
5,4
6,2
7,1
8,1
9,2
10,1
11,1
12,3
13,2
14,1
15,1
16,1
17,6
18,3
19,2
20,1
21,1
22,1
23,3
24,2
25,1
26,1
27,1
28,12
29,6
30,3
31,2
32,1
33,1
34,1
35,3
36,2
37,1
38,1
39,1
40,6
41,3
42,2
43,1
44,1
45,1
46,3
47,2
48,1
49,1
50,1
51,25
52,13
53,7
54,4
55,2
56,1
57,1
58,2
59,1
60,1
61,3
62,2
63,1
64,1
65,1
66,6
67,3
68,2
69,1
70,1
71,1
72,3
73,2
74,1
75,1
76,1
77,12
78,6
79,3
80,2
81,1
82,1
83,1
84,3
85,2
86,1
87,1
88,1
89,6
90,3
91,2
92,1
93,1
94,1
95,3
96,2
97,1
98,1
99,1
