CallIndex,SubproblemSize
1,1000
2,27
3,22
4,6
5,4
6,1
7,2
8,1
9,0
10,1
11,15
12,8
13,6
14,5
15,0
16,4
17,1
18,2
19,0
20,1
21,0
22,1
23,6
24,1
25,4
26,3
27,1
28,1
29,0
30,4
31,1
32,2
33,0
34,1
35,972
36,356
37,77
38,17
39,8
40,2
41,1
42,0
43,5
44,4
45,1
46,2
47,0
48,1
49,0
50,8
51,3
52,2
53,1
54,0
55,0
56,4
57,3
58,1
59,1
60,0
61,59
62,2
63,0
64,1
65,56
66,10
67,9
68,4
69,1
70,2
71,0
72,1
73,4
74,0
75,3
76,1
77,1
78,0
79,45
80,18
81,8
82,0
83,7
84,5
85,2
86,1
87,0
88,2
89,1
90,0
91,1
92,9
93,8
94,4
95,2
96,0
97,1
98,1
99,3
100,2
101,0
102,1
103,0
104,0
105,26
106,17
107,10
108,5
109,4
110,2
111,0
112,1
113,1
114,0
115,4
116,2
117,1
118,0
119,1
120,6
121,1
122,4
123,0
124,3
125,0
126,2
127,1
128,0
129,8
130,3
131,0
132,2
133,1
134,0
135,4
136,0
137,3
138,1
139,1
140,278
141,275
142,190
143,140
144,39
145,37
146,13
147,3
148,2
149,0
150,1
151,0
152,9
153,6
154,4
155,2
156,1
157,0
158,1
159,1
160,2
161,0
162,1
163,23
164,21
165,5
166,0
167,4
168,0
169,3
170,2
171,0
172,1
173,0
174,15
175,0
176,14
177,5
178,1
179,3
180,2
181,0
182,1
183,0
184,8
185,1
186,6
187,4
188,3
189,0
190,2
191,1
192,0
193,0
194,1
195,1
196,1
197,100
198,82
199,37
200,13
201,12
202,11
203,4
204,3
205,2
206,0
207,1
208,0
209,0
210,6
211,1
212,4
213,3
214,0
215,2
216,1
217,0
218,0
219,0
220,0
221,23
222,19
223,2
224,0
225,1
226,16
227,1
228,14
229,13
230,1
231,11
232,7
233,2
234,1
235,0
236,4
237,0
238,3
239,1
240,1
241,3
242,0
243,2
244,1
245,0
246,0
247,3
248,2
249,1
250,0
251,0
252,44
253,15
254,5
255,1
256,3
257,2
258,0
259,1
260,0
261,9
262,6
263,3
264,0
265,2
266,0
267,1
268,2
269,0
270,1
271,2
272,1
273,0
274,28
275,22
276,13
277,10
278,2
279,1
280,0
281,7
282,1
283,5
284,1
285,3
286,1
287,1
288,2
289,0
290,1
291,8
292,7
293,3
294,2
295,0
296,1
297,0
298,3
299,2
300,1
301,0
302,0
303,0
304,5
305,1
306,3
307,1
308,1
309,17
310,8
311,1
312,6
313,2
314,1
315,0
316,3
317,0
318,2
319,0
320,1
321,8
322,0
323,7
324,2
325,1
326,0
327,4
328,3
329,1
330,1
331,0
332,49
333,8
334,3
335,0
336,2
337,0
338,1
339,4
340,2
341,1
342,0
343,1
344,40
345,31
346,17
347,3
348,0
349,2
350,1
351,0
352,13
353,9
354,5
355,2
356,1
357,0
358,2
359,0
360,1
361,3
362,0
363,2
364,0
365,1
366,3
367,0
368,2
369,1
370,0
371,13
372,8
373,0
374,7
375,2
376,0
377,1
378,4
379,3
380,2
381,0
382,1
383,0
384,0
385,4
386,3
387,2
388,1
389,0
390,0
391,0
392,8
393,7
394,2
395,0
396,1
397,4
398,1
399,2
400,1
401,0
402,0
403,84
404,65
405,51
406,43
407,17
408,8
409,2
410,1
411,0
412,5
413,0
414,4
415,2
416,1
417,0
418,1
419,8
420,6
421,4
422,1
423,2
424,0
425,1
426,1
427,1
428,25
429,17
430,2
431,1
432,0
433,14
434,4
435,2
436,0
437,1
438,1
439,9
440,4
441,1
442,2
443,0
444,1
445,4
446,3
447,1
448,1
449,0
450,7
451,1
452,5
453,0
454,4
455,0
456,3
457,2
458,1
459,0
460,0
461,7
462,0
463,6
464,4
465,0
466,3
467,1
468,1
469,1
470,13
471,10
472,9
473,3
474,2
475,0
476,1
477,0
478,5
479,0
480,4
481,2
482,0
483,1
484,1
485,0
486,2
487,0
488,1
489,18
490,1
491,16
492,11
493,10
494,1
495,8
496,7
497,2
498,0
499,1
500,4
501,2
502,1
503,0
504,1
505,0
506,0
507,4
508,0
509,3
510,0
511,2
512,1
513,0
514,2
515,1
516,0
517,615
518,311
519,244
520,102
521,65
522,2
523,0
524,1
525,62
526,46
527,0
528,45
529,38
530,12
531,9
532,6
533,2
534,0
535,1
536,3
537,1
538,1
539,2
540,1
541,0
542,2
543,0
544,1
545,25
546,15
547,11
548,5
549,0
550,4
551,3
552,0
553,2
554,0
555,1
556,0
557,5
558,3
559,1
560,1
561,1
562,3
563,1
564,1
565,9
566,2
567,0
568,1
569,6
570,2
571,0
572,1
573,3
574,2
575,1
576,0
577,0
578,6
579,4
580,2
581,1
582,0
583,1
584,1
585,15
586,9
587,2
588,0
589,1
590,6
591,5
592,3
593,0
594,2
595,1
596,0
597,1
598,0
599,5
600,0
601,4
602,2
603,0
604,1
605,1
606,36
607,3
608,1
609,1
610,32
611,26
612,10
613,5
614,0
615,4
616,1
617,2
618,0
619,1
620,4
621,2
622,0
623,1
624,1
625,15
626,7
627,4
628,3
629,0
630,2
631,1
632,0
633,0
634,2
635,0
636,1
637,7
638,4
639,2
640,0
641,1
642,1
643,2
644,0
645,1
646,5
647,1
648,3
649,2
650,0
651,1
652,0
653,141
654,13
655,12
656,0
657,11
658,9
659,2
660,1
661,0
662,6
663,4
664,2
665,0
666,1
667,1
668,1
669,1
670,0
671,127
672,54
673,48
674,24
675,1
676,22
677,11
678,6
679,2
680,0
681,1
682,3
683,0
684,2
685,0
686,1
687,4
688,0
689,3
690,1
691,1
692,10
693,6
694,4
695,0
696,3
697,2
698,1
699,0
700,0
701,1
702,3
703,1
704,1
705,23
706,11
707,7
708,4
709,3
710,2
711,1
712,0
713,0
714,0
715,2
716,1
717,0
718,3
719,1
720,1
721,11
722,7
723,1
724,5
725,4
726,3
727,2
728,1
729,0
730,0
731,0
732,0
733,3
734,0
735,2
736,0
737,1
738,5
739,1
740,3
741,0
742,2
743,1
744,0
745,72
746,63
747,37
748,9
749,0
750,8
751,6
752,4
753,2
754,0
755,1
756,1
757,1
758,1
759,27
760,9
761,8
762,0
763,7
764,3
765,0
766,2
767,1
768,0
769,3
770,1
771,1
772,0
773,17
774,3
775,2
776,0
777,1
778,0
779,13
780,0
781,12
782,11
783,10
784,7
785,2
786,0
787,1
788,4
789,3
790,2
791,1
792,0
793,0
794,0
795,2
796,1
797,0
798,0
799,0
800,25
801,21
802,15
803,3
804,2
805,0
806,1
807,0
808,11
809,5
810,0
811,4
812,2
813,1
814,0
815,1
816,5
817,1
818,3
819,1
820,1
821,5
822,3
823,2
824,1
825,0
826,0
827,1
828,3
829,2
830,1
831,0
832,0
833,8
834,4
835,3
836,0
837,2
838,0
839,1
840,0
841,3
842,0
843,2
844,0
845,1
846,66
847,1
848,64
849,25
850,21
851,14
852,12
853,2
854,1
855,0
856,9
857,3
858,2
859,1
860,0
861,0
862,5
863,2
864,0
865,1
866,2
867,1
868,0
869,1
870,6
871,2
872,1
873,0
874,3
875,1
876,1
877,3
878,1
879,1
880,38
881,3
882,2
883,0
884,1
885,0
886,34
887,23
888,5
889,4
890,2
891,0
892,1
893,1
894,0
895,17
896,2
897,0
898,1
899,14
900,3
901,1
902,1
903,10
904,9
905,1
906,7
907,3
908,2
909,0
910,1
911,0
912,3
913,1
914,1
915,0
916,10
917,6
918,2
919,1
920,0
921,3
922,2
923,1
924,0
925,0
926,3
927,0
928,2
929,0
930,1
931,303
932,22
933,19
934,18
935,17
936,3
937,1
938,1
939,13
940,7
941,3
942,2
943,0
944,1
945,0
946,3
947,1
948,1
949,5
950,4
951,2
952,1
953,0
954,1
955,0
956,0
957,0
958,2
959,0
960,1
961,280
962,143
963,119
964,117
965,62
966,26
967,23
968,13
969,1
970,11
971,6
972,3
973,2
974,1
975,0
976,0
977,2
978,1
979,0
980,4
981,1
982,2
983,1
984,0
985,9
986,1
987,7
988,0
989,6
990,2
991,1
992,0
993,3
994,1
995,1
996,2
997,0
998,1
999,35
1000,1
1001,33
1002,4
1003,0
1004,3
1005,2
1006,0
1007,1
1008,0
1009,28
1010,23
1011,13
1012,6
1013,4
1014,2
1015,0
1016,1
1017,1
1018,1
1019,6
1020,3
1021,1
1022,1
1023,2
1024,0
1025,1
1026,9
1027,8
1028,4
1029,1
1030,2
1031,1
1032,0
1033,3
1034,0
1035,2
1036,1
1037,0
1038,0
1039,4
1040,0
1041,3
1042,1
1043,1
1044,54
1045,2
1046,0
1047,1
1048,51
1049,43
1050,27
1051,24
1052,7
1053,2
1054,0
1055,1
1056,4
1057,1
1058,2
1059,1
1060,0
1061,16
1062,9
1063,6
1064,4
1065,1
1066,2
1067,1
1068,0
1069,1
1070,2
1071,1
1072,0
1073,6
1074,4
1075,3
1076,2
1077,0
1078,1
1079,0
1080,0
1081,1
1082,2
1083,0
1084,1
1085,15
1086,7
1087,3
1088,2
1089,1
1090,0
1091,0
1092,3
1093,0
1094,2
1095,1
1096,0
1097,7
1098,2
1099,1
1100,0
1101,4
1102,3
1103,2
1104,1
1105,0
1106,0
1107,0
1108,7
1109,1
1110,5
1111,1
1112,3
1113,2
1114,0
1115,1
1116,0
1117,1
1118,23
1119,7
1120,6
1121,0
1122,5
1123,2
1124,1
1125,0
1126,2
1127,0
1128,1
1129,0
1130,15
1131,4
1132,0
1133,3
1134,1
1135,1
1136,10
1137,2
1138,1
1139,0
1140,7
1141,6
1142,5
1143,3
1144,2
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,136
1152,96
1153,21
1154,0
1155,20
1156,8
1157,1
1158,6
1159,1
1160,4
1161,0
1162,3
1163,0
1164,2
1165,1
1166,0
1167,11
1168,8
1169,6
1170,2
1171,0
1172,1
1173,3
1174,1
1175,1
1176,1
1177,2
1178,1
1179,0
1180,74
1181,32
1182,27
1183,9
1184,8
1185,7
1186,1
1187,5
1188,2
1189,1
1190,0
1191,2
1192,0
1193,1
1194,0
1195,0
1196,17
1197,1
1198,15
1199,0
1200,14
1201,5
1202,0
1203,4
1204,0
1205,3
1206,1
1207,1
1208,8
1209,2
1210,1
1211,0
1212,5
1213,4
1214,3
1215,0
1216,2
1217,0
1218,1
1219,0
1220,0
1221,4
1222,0
1223,3
1224,1
1225,1
1226,41
1227,5
1228,0
1229,4
1230,2
1231,0
1232,1
1233,1
1234,35
1235,15
1236,10
1237,2
1238,1
1239,0
1240,7
1241,2
1242,1
1243,0
1244,4
1245,2
1246,0
1247,1
1248,1
1249,4
1250,0
1251,3
1252,1
1253,1
1254,19
1255,2
1256,1
1257,0
1258,16
1259,6
1260,4
1261,2
1262,0
1263,1
1264,1
1265,1
1266,9
1267,3
1268,0
1269,2
1270,0
1271,1
1272,5
1273,3
1274,2
1275,1
1276,0
1277,0
1278,1
1279,39
1280,27
1281,22
1282,9
1283,6
1284,4
1285,1
1286,2
1287,0
1288,1
1289,1
1290,2
1291,0
1292,1
1293,12
1294,8
1295,5
1296,1
1297,3
1298,2
1299,1
1300,0
1301,0
1302,2
1303,0
1304,1
1305,3
1306,0
1307,2
1308,1
1309,0
1310,4
1311,1
1312,2
1313,0
1314,1
1315,11
1316,9
1317,7
1318,5
1319,1
1320,3
1321,0
1322,2
1323,1
1324,0
1325,1
1326,1
1327,1
