CallIndex,SubproblemSize
1,50000
2,25000
3,12500
4,6250
5,3125
6,1563
7,782
8,391
9,196
10,98
11,49
12,25
13,13
14,7
15,4
16,2
17,1
18,1
19,2
20,1
21,1
22,3
23,2
24,1
25,1
26,1
27,6
28,3
29,2
30,1
31,1
32,1
33,3
34,2
35,1
36,1
37,1
38,12
39,6
40,3
41,2
42,1
43,1
44,1
45,3
46,2
47,1
48,1
49,1
50,6
51,3
52,2
53,1
54,1
55,1
56,3
57,2
58,1
59,1
60,1
61,24
62,12
63,6
64,3
65,2
66,1
67,1
68,1
69,3
70,2
71,1
72,1
73,1
74,6
75,3
76,2
77,1
78,1
79,1
80,3
81,2
82,1
83,1
84,1
85,12
86,6
87,3
88,2
89,1
90,1
91,1
92,3
93,2
94,1
95,1
96,1
97,6
98,3
99,2
100,1
101,1
102,1
103,3
104,2
105,1
106,1
107,1
108,49
109,25
110,13
111,7
112,4
113,2
114,1
115,1
116,2
117,1
118,1
119,3
120,2
121,1
122,1
123,1
124,6
125,3
126,2
127,1
128,1
129,1
130,3
131,2
132,1
133,1
134,1
135,12
136,6
137,3
138,2
139,1
140,1
141,1
142,3
143,2
144,1
145,1
146,1
147,6
148,3
149,2
150,1
151,1
152,1
153,3
154,2
155,1
156,1
157,1
158,24
159,12
160,6
161,3
162,2
163,1
164,1
165,1
166,3
167,2
168,1
169,1
170,1
171,6
172,3
173,2
174,1
175,1
176,1
177,3
178,2
179,1
180,1
181,1
182,12
183,6
184,3
185,2
186,1
187,1
188,1
189,3
190,2
191,1
192,1
193,1
194,6
195,3
196,2
197,1
198,1
199,1
200,3
201,2
202,1
203,1
204,1
205,98
206,49
207,25
208,13
209,7
210,4
211,2
212,1
213,1
214,2
215,1
216,1
217,3
218,2
219,1
220,1
221,1
222,6
223,3
224,2
225,1
226,1
227,1
228,3
229,2
230,1
231,1
232,1
233,12
234,6
235,3
236,2
237,1
238,1
239,1
240,3
241,2
242,1
243,1
244,1
245,6
246,3
247,2
248,1
249,1
250,1
251,3
252,2
253,1
254,1
255,1
256,24
257,12
258,6
259,3
260,2
261,1
262,1
263,1
264,3
265,2
266,1
267,1
268,1
269,6
270,3
271,2
272,1
273,1
274,1
275,3
276,2
277,1
278,1
279,1
280,12
281,6
282,3
283,2
284,1
285,1
286,1
287,3
288,2
289,1
290,1
291,1
292,6
293,3
294,2
295,1
296,1
297,1
298,3
299,2
300,1
301,1
302,1
303,49
304,25
305,13
306,7
307,4
308,2
309,1
310,1
311,2
312,1
313,1
314,3
315,2
316,1
317,1
318,1
319,6
320,3
321,2
322,1
323,1
324,1
325,3
326,2
327,1
328,1
329,1
330,12
331,6
332,3
333,2
334,1
335,1
336,1
337,3
338,2
339,1
340,1
341,1
342,6
343,3
344,2
345,1
346,1
347,1
348,3
349,2
350,1
351,1
352,1
353,24
354,12
355,6
356,3
357,2
358,1
359,1
360,1
361,3
362,2
363,1
364,1
365,1
366,6
367,3
368,2
369,1
370,1
371,1
372,3
373,2
374,1
375,1
376,1
377,12
378,6
379,3
380,2
381,1
382,1
383,1
384,3
385,2
386,1
387,1
388,1
389,6
390,3
391,2
392,1
393,1
394,1
395,3
396,2
397,1
398,1
399,1
400,195
401,98
402,49
403,25
404,13
405,7
406,4
407,2
408,1
409,1
410,2
411,1
412,1
413,3
414,2
415,1
416,1
417,1
418,6
419,3
420,2
421,1
422,1
423,1
424,3
425,2
426,1
427,1
428,1
429,12
430,6
431,3
432,2
433,1
434,1
435,1
436,3
437,2
438,1
439,1
440,1
441,6
442,3
443,2
444,1
445,1
446,1
447,3
448,2
449,1
450,1
451,1
452,24
453,12
454,6
455,3
456,2
457,1
458,1
459,1
460,3
461,2
462,1
463,1
464,1
465,6
466,3
467,2
468,1
469,1
470,1
471,3
472,2
473,1
474,1
475,1
476,12
477,6
478,3
479,2
480,1
481,1
482,1
483,3
484,2
485,1
486,1
487,1
488,6
489,3
490,2
491,1
492,1
493,1
494,3
495,2
496,1
497,1
498,1
499,49
500,25
501,13
502,7
503,4
504,2
505,1
506,1
507,2
508,1
509,1
510,3
511,2
512,1
513,1
514,1
515,6
516,3
517,2
518,1
519,1
520,1
521,3
522,2
523,1
524,1
525,1
526,12
527,6
528,3
529,2
530,1
531,1
532,1
533,3
534,2
535,1
536,1
537,1
538,6
539,3
540,2
541,1
542,1
543,1
544,3
545,2
546,1
547,1
548,1
549,24
550,12
551,6
552,3
553,2
554,1
555,1
556,1
557,3
558,2
559,1
560,1
561,1
562,6
563,3
564,2
565,1
566,1
567,1
568,3
569,2
570,1
571,1
572,1
573,12
574,6
575,3
576,2
577,1
578,1
579,1
580,3
581,2
582,1
583,1
584,1
585,6
586,3
587,2
588,1
589,1
590,1
591,3
592,2
593,1
594,1
595,1
596,97
597,49
598,25
599,13
600,7
601,4
602,2
603,1
604,1
605,2
606,1
607,1
608,3
609,2
610,1
611,1
612,1
613,6
614,3
615,2
616,1
617,1
618,1
619,3
620,2
621,1
622,1
623,1
624,12
625,6
626,3
627,2
628,1
629,1
630,1
631,3
632,2
633,1
634,1
635,1
636,6
637,3
638,2
639,1
640,1
641,1
642,3
643,2
644,1
645,1
646,1
647,24
648,12
649,6
650,3
651,2
652,1
653,1
654,1
655,3
656,2
657,1
658,1
659,1
660,6
661,3
662,2
663,1
664,1
665,1
666,3
667,2
668,1
669,1
670,1
671,12
672,6
673,3
674,2
675,1
676,1
677,1
678,3
679,2
680,1
681,1
682,1
683,6
684,3
685,2
686,1
687,1
688,1
689,3
690,2
691,1
692,1
693,1
694,48
695,24
696,12
697,6
698,3
699,2
700,1
701,1
702,1
703,3
704,2
705,1
706,1
707,1
708,6
709,3
710,2
711,1
712,1
713,1
714,3
715,2
716,1
717,1
718,1
719,12
720,6
721,3
722,2
723,1
724,1
725,1
726,3
727,2
728,1
729,1
730,1
731,6
732,3
733,2
734,1
735,1
736,1
737,3
738,2
739,1
740,1
741,1
742,24
743,12
744,6
745,3
746,2
747,1
748,1
749,1
750,3
751,2
752,1
753,1
754,1
755,6
756,3
757,2
758,1
759,1
760,1
761,3
762,2
763,1
764,1
765,1
766,12
767,6
768,3
769,2
770,1
771,1
772,1
773,3
774,2
775,1
776,1
777,1
778,6
779,3
780,2
781,1
782,1
783,1
784,3
785,2
786,1
787,1
788,1
789,391
790,196
791,98
792,49
793,25
794,13
795,7
796,4
797,2
798,1
799,1
800,2
801,1
802,1
803,3
804,2
805,1
806,1
807,1
808,6
809,3
810,2
811,1
812,1
813,1
814,3
815,2
816,1
817,1
818,1
819,12
820,6
821,3
822,2
823,1
824,1
825,1
826,3
827,2
828,1
829,1
830,1
831,6
832,3
833,2
834,1
835,1
836,1
837,3
838,2
839,1
840,1
841,1
842,24
843,12
844,6
845,3
846,2
847,1
848,1
849,1
850,3
851,2
852,1
853,1
854,1
855,6
856,3
857,2
858,1
859,1
860,1
861,3
862,2
863,1
864,1
865,1
866,12
867,6
868,3
869,2
870,1
871,1
872,1
873,3
874,2
875,1
876,1
877,1
878,6
879,3
880,2
881,1
882,1
883,1
884,3
885,2
886,1
887,1
888,1
889,49
890,25
891,13
892,7
893,4
894,2
895,1
896,1
897,2
898,1
899,1
900,3
901,2
902,1
903,1
904,1
905,6
906,3
907,2
908,1
909,1
910,1
911,3
912,2
913,1
914,1
915,1
916,12
917,6
918,3
919,2
920,1
921,1
922,1
923,3
924,2
925,1
926,1
927,1
928,6
929,3
930,2
931,1
932,1
933,1
934,3
935,2
936,1
937,1
938,1
939,24
940,12
941,6
942,3
943,2
944,1
945,1
946,1
947,3
948,2
949,1
950,1
951,1
952,6
953,3
954,2
955,1
956,1
957,1
958,3
959,2
960,1
961,1
962,1
963,12
964,6
965,3
966,2
967,1
968,1
969,1
970,3
971,2
972,1
973,1
974,1
975,6
976,3
977,2
978,1
979,1
980,1
981,3
982,2
983,1
984,1
985,1
986,98
987,49
988,25
989,13
990,7
991,4
992,2
993,1
994,1
995,2
996,1
997,1
998,3
999,2
1000,1
1001,1
1002,1
1003,6
1004,3
1005,2
1006,1
1007,1
1008,1
1009,3
1010,2
1011,1
1012,1
1013,1
1014,12
1015,6
1016,3
1017,2
1018,1
1019,1
1020,1
1021,3
1022,2
1023,1
1024,1
1025,1
1026,6
1027,3
1028,2
1029,1
1030,1
1031,1
1032,3
1033,2
1034,1
1035,1
1036,1
1037,24
1038,12
1039,6
1040,3
1041,2
1042,1
1043,1
1044,1
1045,3
1046,2
1047,1
1048,1
1049,1
1050,6
1051,3
1052,2
1053,1
1054,1
1055,1
1056,3
1057,2
1058,1
1059,1
1060,1
1061,12
1062,6
1063,3
1064,2
1065,1
1066,1
1067,1
1068,3
1069,2
1070,1
1071,1
1072,1
1073,6
1074,3
1075,2
1076,1
1077,1
1078,1
1079,3
1080,2
1081,1
1082,1
1083,1
1084,49
1085,25
1086,13
1087,7
1088,4
1089,2
1090,1
1091,1
1092,2
1093,1
1094,1
1095,3
1096,2
1097,1
1098,1
1099,1
1100,6
1101,3
1102,2
1103,1
1104,1
1105,1
1106,3
1107,2
1108,1
1109,1
1110,1
1111,12
1112,6
1113,3
1114,2
1115,1
1116,1
1117,1
1118,3
1119,2
1120,1
1121,1
1122,1
1123,6
1124,3
1125,2
1126,1
1127,1
1128,1
1129,3
1130,2
1131,1
1132,1
1133,1
1134,24
1135,12
1136,6
1137,3
1138,2
1139,1
1140,1
1141,1
1142,3
1143,2
1144,1
1145,1
1146,1
1147,6
1148,3
1149,2
1150,1
1151,1
1152,1
1153,3
1154,2
1155,1
1156,1
1157,1
1158,12
1159,6
1160,3
1161,2
1162,1
1163,1
1164,1
1165,3
1166,2
1167,1
1168,1
1169,1
1170,6
1171,3
1172,2
1173,1
1174,1
1175,1
1176,3
1177,2
1178,1
1179,1
1180,1
1181,195
1182,98
1183,49
1184,25
1185,13
1186,7
1187,4
1188,2
1189,1
1190,1
1191,2
1192,1
1193,1
1194,3
1195,2
1196,1
1197,1
1198,1
1199,6
1200,3
1201,2
1202,1
1203,1
1204,1
1205,3
1206,2
1207,1
1208,1
1209,1
1210,12
1211,6
1212,3
1213,2
1214,1
1215,1
1216,1
1217,3
1218,2
1219,1
1220,1
1221,1
1222,6
1223,3
1224,2
1225,1
1226,1
1227,1
1228,3
1229,2
1230,1
1231,1
1232,1
1233,24
1234,12
1235,6
1236,3
1237,2
1238,1
1239,1
1240,1
1241,3
1242,2
1243,1
1244,1
1245,1
1246,6
1247,3
1248,2
1249,1
1250,1
1251,1
1252,3
1253,2
1254,1
1255,1
1256,1
1257,12
1258,6
1259,3
1260,2
1261,1
1262,1
1263,1
1264,3
1265,2
1266,1
1267,1
1268,1
1269,6
1270,3
1271,2
1272,1
1273,1
1274,1
1275,3
1276,2
1277,1
1278,1
1279,1
1280,49
1281,25
1282,13
1283,7
1284,4
1285,2
1286,1
1287,1
1288,2
1289,1
1290,1
1291,3
1292,2
1293,1
1294,1
1295,1
1296,6
1297,3
1298,2
1299,1
1300,1
1301,1
1302,3
1303,2
1304,1
1305,1
1306,1
1307,12
1308,6
1309,3
1310,2
1311,1
1312,1
1313,1
1314,3
1315,2
1316,1
1317,1
1318,1
1319,6
1320,3
1321,2
1322,1
1323,1
1324,1
1325,3
1326,2
1327,1
1328,1
1329,1
1330,24
1331,12
1332,6
1333,3
1334,2
1335,1
1336,1
1337,1
1338,3
1339,2
1340,1
1341,1
1342,1
1343,6
1344,3
1345,2
1346,1
1347,1
1348,1
1349,3
1350,2
1351,1
1352,1
1353,1
1354,12
1355,6
1356,3
1357,2
1358,1
1359,1
1360,1
1361,3
1362,2
1363,1
1364,1
1365,1
1366,6
1367,3
1368,2
1369,1
1370,1
1371,1
1372,3
1373,2
1374,1
1375,1
1376,1
1377,97
1378,49
1379,25
1380,13
1381,7
1382,4
1383,2
1384,1
1385,1
1386,2
1387,1
1388,1
1389,3
1390,2
1391,1
1392,1
1393,1
1394,6
1395,3
1396,2
1397,1
1398,1
1399,1
1400,3
1401,2
1402,1
1403,1
1404,1
1405,12
1406,6
1407,3
1408,2
1409,1
1410,1
1411,1
1412,3
1413,2
1414,1
1415,1
1416,1
1417,6
1418,3
1419,2
1420,1
1421,1
1422,1
1423,3
1424,2
1425,1
1426,1
1427,1
1428,24
1429,12
1430,6
1431,3
1432,2
1433,1
1434,1
1435,1
1436,3
1437,2
1438,1
1439,1
1440,1
1441,6
1442,3
1443,2
1444,1
1445,1
1446,1
1447,3
1448,2
1449,1
1450,1
1451,1
1452,12
1453,6
1454,3
1455,2
1456,1
1457,1
1458,1
1459,3
1460,2
1461,1
1462,1
1463,1
1464,6
1465,3
1466,2
1467,1
1468,1
1469,1
1470,3
1471,2
1472,1
1473,1
1474,1
1475,48
1476,24
1477,12
1478,6
1479,3
1480,2
1481,1
1482,1
1483,1
1484,3
1485,2
1486,1
1487,1
1488,1
1489,6
1490,3
1491,2
1492,1
1493,1
1494,1
1495,3
1496,2
1497,1
1498,1
1499,1
1500,12
1501,6
1502,3
1503,2
1504,1
1505,1
1506,1
1507,3
1508,2
1509,1
1510,1
1511,1
1512,6
1513,3
1514,2
1515,1
1516,1
1517,1
1518,3
1519,2
1520,1
1521,1
1522,1
1523,24
1524,12
1525,6
1526,3
1527,2
1528,1
1529,1
1530,1
1531,3
1532,2
1533,1
1534,1
1535,1
1536,6
1537,3
1538,2
1539,1
1540,1
1541,1
1542,3
1543,2
1544,1
1545,1
1546,1
1547,12
1548,6
1549,3
1550,2
1551,1
1552,1
1553,1
1554,3
1555,2
1556,1
1557,1
1558,1
1559,6
1560,3
1561,2
1562,1
1563,1
1564,1
1565,3
1566,2
1567,1
1568,1
1569,1
1570,781
1571,391
1572,196
