CallIndex,SubproblemSize
1,50000
2,1083
3,220
4,167
5,132
6,66
7,46
8,36
9,8
10,3
11,0
12,2
13,0
14,1
15,4
16,0
17,3
18,0
19,2
20,0
21,1
22,27
23,8
24,0
25,7
26,0
27,6
28,0
29,5
30,0
31,4
32,0
33,3
34,0
35,2
36,0
37,1
38,18
39,0
40,17
41,0
42,16
43,9
44,5
45,0
46,4
47,0
48,3
49,0
50,2
51,0
52,1
53,3
54,0
55,2
56,0
57,1
58,6
59,0
60,5
61,0
62,4
63,0
64,3
65,0
66,2
67,0
68,1
69,9
70,4
71,0
72,3
73,0
74,2
75,0
76,1
77,4
78,0
79,3
80,0
81,2
82,0
83,1
84,19
85,0
86,18
87,6
88,0
89,5
90,0
91,4
92,0
93,3
94,0
95,2
96,0
97,1
98,11
99,0
100,10
101,3
102,0
103,2
104,0
105,1
106,6
107,0
108,5
109,0
110,4
111,0
112,3
113,0
114,2
115,0
116,1
117,65
118,61
119,26
120,2
121,0
122,1
123,23
124,19
125,11
126,0
127,10
128,0
129,9
130,0
131,8
132,0
133,7
134,0
135,6
136,0
137,5
138,0
139,4
140,0
141,3
142,0
143,2
144,0
145,1
146,7
147,0
148,6
149,0
150,5
151,0
152,4
153,0
154,3
155,0
156,2
157,0
158,1
159,3
160,0
161,2
162,0
163,1
164,34
165,21
166,0
167,20
168,7
169,0
170,6
171,0
172,5
173,0
174,4
175,0
176,3
177,0
178,2
179,0
180,1
181,12
182,7
183,0
184,6
185,0
186,5
187,0
188,4
189,0
190,3
191,0
192,2
193,0
194,1
195,4
196,0
197,3
198,0
199,2
200,0
201,1
202,12
203,0
204,11
205,0
206,10
207,0
208,9
209,4
210,0
211,3
212,0
213,2
214,0
215,1
216,4
217,0
218,3
219,1
220,1
221,3
222,0
223,2
224,0
225,1
226,34
227,13
228,0
229,12
230,0
231,11
232,0
233,10
234,0
235,9
236,0
237,8
238,0
239,7
240,0
241,6
242,0
243,5
244,0
245,4
246,0
247,3
248,0
249,2
250,0
251,1
252,20
253,0
254,19
255,0
256,18
257,12
258,6
259,0
260,5
261,0
262,4
263,0
264,3
265,0
266,2
267,0
268,1
269,5
270,0
271,4
272,0
273,3
274,0
275,2
276,0
277,1
278,5
279,0
280,4
281,0
282,3
283,0
284,2
285,0
286,1
287,52
288,45
289,35
290,29
291,4
292,0
293,3
294,0
295,2
296,0
297,1
298,24
299,18
300,12
301,0
302,11
303,5
304,0
305,4
306,0
307,3
308,0
309,2
310,0
311,1
312,5
313,0
314,4
315,0
316,3
317,0
318,2
319,0
320,1
321,5
322,0
323,4
324,0
325,3
326,0
327,2
328,0
329,1
330,5
331,0
332,4
333,0
334,3
335,0
336,2
337,0
338,1
339,5
340,0
341,4
342,0
343,3
344,0
345,2
346,0
347,1
348,9
349,3
350,0
351,2
352,0
353,1
354,5
355,0
356,4
357,0
358,3
359,0
360,2
361,0
362,1
363,6
364,0
365,5
366,0
367,4
368,0
369,3
370,0
371,2
372,0
373,1
374,862
375,359
376,291
377,66
378,32
379,18
380,12
381,0
382,11
383,0
384,10
385,0
386,9
387,0
388,8
389,0
390,7
391,0
392,6
393,0
394,5
395,0
396,4
397,0
398,3
399,0
400,2
401,0
402,1
403,5
404,0
405,4
406,0
407,3
408,0
409,2
410,0
411,1
412,13
413,0
414,12
415,8
416,0
417,7
418,0
419,6
420,0
421,5
422,0
423,4
424,0
425,3
426,0
427,2
428,0
429,1
430,3
431,0
432,2
433,0
434,1
435,33
436,15
437,6
438,0
439,5
440,0
441,4
442,0
443,3
444,0
445,2
446,0
447,1
448,8
449,5
450,0
