CallIndex,SubproblemSize
1,500
2,11
3,1
4,9
5,8
6,3
7,2
8,1
9,0
10,0
11,4
12,3
13,0
14,2
15,0
16,1
17,0
18,0
19,488
20,177
21,96
22,31
23,13
24,1
25,11
26,7
27,5
28,1
29,3
30,0
31,2
32,0
33,1
34,1
35,3
36,1
37,1
38,17
39,10
40,1
41,8
42,4
43,3
44,1
45,1
46,0
47,3
48,1
49,1
50,6
51,3
52,1
53,1
54,2
55,0
56,1
57,64
58,56
59,24
60,14
61,9
62,2
63,1
64,0
65,6
66,4
67,0
68,3
69,2
70,1
71,0
72,0
73,1
74,4
75,2
76,1
77,0
78,1
79,9
80,5
81,4
82,0
83,3
84,1
85,1
86,0
87,3
88,1
89,1
90,31
91,15
92,0
93,14
94,11
95,8
96,7
97,5
98,0
99,4
100,3
101,2
102,0
103,1
104,0
105,0
106,1
107,0
108,2
109,0
110,1
111,2
112,0
113,1
114,15
115,3
116,2
117,1
118,0
119,0
120,11
121,7
122,0
123,6
124,5
125,1
126,3
127,1
128,1
129,0
130,3
131,0
132,2
133,0
134,1
135,7
136,0
137,6
138,0
139,5
140,4
141,2
142,0
143,1
144,1
145,0
146,80
147,23
148,2
149,1
150,0
151,20
152,15
153,10
154,5
155,3
156,1
157,1
158,1
159,4
160,2
161,0
162,1
163,1
164,4
165,3
166,1
167,1
168,0
169,4
170,1
171,2
172,0
173,1
174,56
175,51
176,38
177,1
178,36
179,32
180,13
181,10
182,5
183,1
184,3
185,1
186,1
187,4
188,3
189,1
190,1
191,0
192,2
193,1
194,0
195,18
196,10
197,5
198,1
199,3
200,0
201,2
202,1
203,0
204,4
205,1
206,2
207,1
208,0
209,7
210,2
211,0
212,1
213,4
214,3
215,2
216,0
217,1
218,0
219,0
220,3
221,0
222,2
223,1
224,0
225,12
226,4
227,1
228,2
229,0
230,1
231,7
232,4
233,0
234,3
235,2
236,0
237,1
238,0
239,2
240,1
241,0
242,4
243,1
244,2
245,1
246,0
247,310
248,202
249,106
250,81
251,44
252,20
253,2
254,0
255,1
256,17
257,5
258,0
259,4
260,2
261,1
262,0
263,1
264,11
265,6
266,1
267,4
268,0
269,3
270,0
271,2
272,0
273,1
274,4
275,0
276,3
277,0
278,2
279,0
280,1
281,23
282,17
283,9
284,6
285,5
286,0
287,4
288,1
289,2
290,0
291,1
292,0
293,2
294,1
295,0
296,7
297,0
298,6
299,0
300,5
301,1
302,3
303,2
304,0
305,1
306,0
307,5
308,3
309,0
310,2
311,1
312,0
313,1
314,36
315,12
316,3
317,1
318,1
319,8
320,2
321,1
322,0
323,5
324,1
325,3
326,0
327,2
328,1
329,0
330,23
331,9
332,7
333,4
334,1
335,2
336,1
337,0
338,2
339,1
340,0
341,1
342,13
343,12
344,1
345,10
346,0
347,9
348,0
349,8
350,5
351,0
352,4
353,1
354,2
355,1
356,0
357,2
358,0
359,1
360,0
361,24
362,4
363,2
364,1
365,0
366,1
367,19
368,0
369,18
370,4
371,1
372,2
373,0
374,1
375,13
376,12
377,6
378,2
379,1
380,0
381,3
382,1
383,1
384,5
385,0
386,4
387,1
388,2
389,1
390,0
391,0
392,95
393,66
394,49
395,23
396,9
397,1
398,7
399,4
400,2
401,0
402,1
403,1
404,2
405,1
406,0
407,13
408,7
409,5
410,3
411,1
412,1
413,1
414,1
415,5
416,2
417,0
418,1
419,2
420,1
421,0
422,25
423,14
424,3
425,1
426,1
427,10
428,4
429,3
430,1
431,1
432,0
433,5
434,1
435,3
436,0
437,2
438,0
439,1
440,10
441,4
442,2
443,1
444,0
445,1
446,5
447,0
448,4
449,3
450,0
451,2
452,1
453,0
454,0
455,16
456,14
457,8
458,6
459,4
460,0
461,3
462,0
463,2
464,1
465,0
466,1
467,1
468,5
469,4
470,0
471,3
472,2
473,0
474,1
475,0
476,0
477,1
478,28
479,10
480,4
481,0
482,3
483,2
484,1
485,0
486,0
487,5
488,4
489,2
490,0
491,1
492,1
493,0
494,17
495,10
496,2
497,1
498,0
499,7
500,3
501,1
502,1
503,3
504,1
505,1
506,6
507,1
508,4
509,2
510,1
511,0
512,1
513,107
514,29
515,21
516,3
517,1
518,1
519,17
520,15
521,4
522,2
523,0
524,1
525,1
526,10
527,9
528,6
529,2
530,1
531,0
532,3
533,1
534,1
535,2
536,0
537,1
538,0
539,1
540,7
541,3
542,1
543,1
544,3
545,1
546,1
547,77
548,69
549,20
550,0
551,19
552,16
553,11
554,6
555,5
556,4
557,0
558,3
559,0
560,2
561,0
562,1
563,0
564,0
565,4
566,0
567,3
568,0
569,2
570,1
571,0
572,4
573,0
574,3
575,0
576,2
577,1
578,0
579,2
580,0
581,1
582,48
583,7
584,4
585,0
586,3
587,2
588,1
589,0
590,0
591,2
592,1
593,0
594,40
595,20
596,6
597,3
598,2
599,1
600,0
601,0
602,2
603,0
604,1
605,13
606,12
607,4
608,0
609,3
610,0
611,2
612,0
613,1
614,7
615,1
616,5
617,1
618,3
619,2
620,1
621,0
622,0
623,0
624,19
625,2
626,1
627,0
628,16
629,6
630,3
631,1
632,1
633,2
634,1
635,0
636,9
637,1
638,7
639,1
640,5
641,3
642,1
643,1
644,1
645,7
646,3
647,2
648,1
649,0
650,0
651,3
652,1
653,1
