CallIndex,SubproblemSize
1,100000
2,2147
3,1124
4,816
5,765
6,64
7,15
8,7
9,0
10,6
11,0
12,5
13,0
14,4
15,0
16,3
17,0
18,2
19,0
20,1
21,7
22,0
23,6
24,0
25,5
26,0
27,4
28,0
29,3
30,0
31,2
32,0
33,1
34,48
35,0
36,47
37,13
38,0
39,12
40,0
41,11
42,0
43,10
44,0
45,9
46,0
47,8
48,0
49,7
50,0
51,6
52,0
53,5
54,0
55,4
56,0
57,3
58,0
59,2
60,0
61,1
62,33
63,20
64,0
65,19
66,0
67,18
68,0
69,17
70,0
71,16
72,0
73,15
74,0
75,14
76,0
77,13
78,0
79,12
80,0
81,11
82,0
83,10
84,0
85,9
86,0
87,8
88,0
89,7
90,0
91,6
92,0
93,5
94,0
95,4
96,0
97,3
98,0
99,2
100,0
101,1
102,12
103,0
104,11
105,0
106,10
107,0
108,9
109,0
110,8
111,0
112,7
113,0
114,6
115,0
116,5
117,0
118,4
119,0
120,3
121,0
122,2
123,0
124,1
125,700
126,328
127,47
128,11
129,0
130,10
131,0
132,9
133,0
134,8
135,0
136,7
137,0
138,6
139,0
140,5
141,0
142,4
143,0
144,3
145,0
146,2
147,0
148,1
149,35
150,12
151,0
152,11
153,0
154,10
155,0
156,9
157,0
158,8
159,0
160,7
161,0
162,6
163,0
164,5
165,0
166,4
167,0
168,3
169,0
170,2
171,0
172,1
173,22
174,10
175,0
176,9
177,0
178,8
179,0
180,7
181,0
182,6
183,0
184,5
185,0
186,4
187,0
188,3
189,0
190,2
191,0
192,1
193,11
194,0
195,10
196,0
197,9
198,0
199,8
200,0
201,7
202,0
203,6
204,0
205,5
206,0
207,4
208,0
209,3
210,0
211,2
212,0
213,1
214,280
215,235
216,29
217,0
218,28
219,0
220,27
221,9
222,0
223,8
224,0
225,7
226,0
227,6
228,0
229,5
230,0
231,4
232,0
233,3
234,0
235,2
236,0
237,1
238,17
239,8
240,0
241,7
242,0
243,6
244,0
245,5
246,0
247,4
248,0
249,3
250,0
251,2
252,0
253,1
254,8
255,0
256,7
257,0
258,6
259,0
260,5
261,0
262,4
263,0
264,3
265,0
266,2
267,0
268,1
269,205
270,76
271,40
272,16
273,0
274,15
275,0
276,14
277,0
278,13
279,0
280,12
281,0
282,11
283,0
284,10
285,0
286,9
287,0
288,8
289,0
290,7
291,0
292,6
293,0
294,5
295,0
296,4
297,0
298,3
299,0
300,2
301,0
302,1
303,23
304,0
305,22
306,12
307,0
308,11
309,0
310,10
311,0
312,9
313,0
314,8
315,0
316,7
317,0
318,6
319,0
320,5
321,0
322,4
323,0
324,3
325,0
326,2
327,0
328,1
329,9
330,0
331,8
332,0
333,7
334,0
335,6
336,0
337,5
338,0
339,4
340,0
341,3
342,0
343,2
344,0
345,1
346,35
347,29
348,15
349,0
350,14
351,0
352,13
353,0
354,12
355,0
356,11
357,0
358,10
359,0
360,9
361,0
362,8
363,0
364,7
365,0
366,6
367,0
368,5
369,0
370,4
371,0
372,3
373,0
374,2
375,0
376,1
377,13
378,0
379,12
380,0
381,11
382,0
383,10
384,0
385,9
386,0
387,8
388,0
389,7
390,0
391,6
392,0
393,5
394,0
395,4
396,0
397,3
398,0
399,2
400,0
401,1
402,5
403,0
404,4
405,0
406,3
407,0
408,2
409,0
410,1
411,128
412,87
413,0
414,86
415,20
416,0
417,19
418,0
419,18
420,0
421,17
422,0
423,16
424,7
425,0
426,6
427,0
428,5
429,0
430,4
431,0
432,3
433,0
434,2
435,0
436,1
437,8
438,0
439,7
440,0
441,6
442,0
443,5
444,0
445,4
446,0
447,3
448,0
449,2
450,0
451,1
452,65
453,36
454,19
455,0
456,18
457,7
458,0
459,6
460,0
461,5
462,0
463,4
464,0
465,3
466,0
467,2
468,0
469,1
470,10
471,0
472,9
473,0
474,8
475,0
476,7
477,0
478,6
479,0
480,5
481,0
482,4
483,0
484,3
485,0
486,2
487,0
488,1
489,16
490,0
491,15
492,0
493,14
494,0
495,13
496,0
497,12
498,0
499,11
500,0
501,10
502,0
503,9
504,0
505,8
506,0
507,7
508,0
509,6
510,0
511,5
512,0
513,4
514,0
515,3
516,0
517,2
518,0
519,1
520,28
521,0
522,27
523,0
524,26
525,12
526,0
527,11
528,0
529,10
530,0
531,9
532,0
533,8
534,0
535,7
536,0
537,6
538,0
539,5
540,0
541,4
542,0
543,3
544,0
545,2
546,0
547,1
548,13
549,0
550,12
551,0
552,11
553,0
554,10
555,0
556,9
557,0
558,8
559,0
560,7
561,0
562,6
563,0
564,5
565,0
566,4
567,0
568,3
569,0
570,2
571,0
572,1
573,40
574,17
575,0
576,16
577,8
578,0
579,7
580,0
581,6
582,0
583,5
584,0
585,4
586,0
587,3
588,0
589,2
590,0
591,1
592,7
593,0
594,6
595,0
596,5
597,0
598,4
599,0
600,3
601,0
602,2
603,0
604,1
605,22
606,12
607,0
608,11
609,0
610,10
611,0
612,9
613,0
614,8
615,0
616,7
617,0
618,6
619,0
620,5
621,0
622,4
623,0
624,3
625,0
626,2
627,0
628,1
629,9
630,0
631,8
632,0
633,7
634,0
635,6
636,0
637,5
638,0
639,4
640,0
641,3
642,0
643,2
644,0
645,1
646,44
647,0
648,43
649,15
650,0
651,14
652,0
653,13
654,0
655,12
656,0
657,11
658,0
659,10
660,0
661,9
662,0
663,8
664,0
665,7
666,0
667,6
668,0
669,5
670,0
671,4
672,0
673,3
674,0
675,2
676,0
677,1
678,27
679,16
680,8
681,0
682,7
683,0
684,6
685,0
686,5
687,0
688,4
689,0
690,3
691,0
692,2
693,0
694,1
695,7
696,0
697,6
698,0
699,5
700,0
701,4
702,0
703,3
704,0
705,2
706,0
707,1
708,10
709,0
710,9
711,0
712,8
713,0
714,7
715,0
716,6
717,0
718,5
719,0
720,4
721,0
722,3
723,0
724,2
725,0
726,1
727,371
728,134
729,87
730,24
731,12
732,0
733,11
734,0
735,10
736,0
737,9
738,0
739,8
740,0
741,7
742,0
743,6
744,0
745,5
746,0
747,4
748,0
749,3
750,0
751,2
752,0
753,1
754,11
755,0
756,10
757,0
758,9
759,0
760,8
761,0
762,7
763,0
764,6
765,0
766,5
767,0
768,4
769,0
770,3
771,0
772,2
773,0
774,1
775,62
776,19
777,0
778,18
779,0
780,17
781,0
782,16
783,0
784,15
785,0
786,14
787,0
788,13
789,0
790,12
791,0
792,11
793,0
794,10
795,0
796,9
797,0
798,8
799,0
800,7
801,0
802,6
803,0
804,5
805,0
806,4
807,0
808,3
809,0
810,2
811,0
812,1
813,42
814,29
815,15
816,0
817,14
818,0
819,13
820,0
821,12
822,0
823,11
824,0
825,10
826,0
827,9
828,0
829,8
830,0
831,7
832,0
833,6
834,0
835,5
836,0
837,4
838,0
839,3
840,0
841,2
842,0
843,1
844,13
845,0
846,12
847,0
848,11
849,0
850,10
851,0
852,9
853,0
854,8
855,0
856,7
857,0
858,6
859,0
860,5
861,0
862,4
863,0
864,3
865,0
866,2
867,0
868,1
869,12
870,0
871,11
872,0
873,10
874,0
875,9
876,0
877,8
878,0
879,7
880,0
881,6
882,0
883,5
884,0
885,4
886,0
887,3
888,0
889,2
890,0
891,1
892,46
893,25
894,0
895,24
896,11
897,0
898,10
899,0
900,9
901,0
902,8
903,0
904,7
905,0
906,6
907,0
908,5
909,0
910,4
911,0
912,3
913,0
914,2
915,0
916,1
917,12
918,0
919,11
920,0
921,10
922,0
923,9
924,0
925,8
926,0
927,7
928,0
